biomécanique,adj n
biomédecine,n
biomédical,adj
biométrie,n
biométrique,adj
biomimétique,adj
biomoléculaire,adj
biophilie,
biopic,n
bioraffinerie,n
bioressource,n
biorythme,n
bioscience,
biosphère,n
biostatisticien,n
biostatistique,n adj
biostrome,n
biotechnologie,n
biotechnologique,adj
bioterroriste,n
biotique,adj
biotite,
biotope,n
biotoxine,n
bioxyde de silicium (page does not exist),
bip,n
bipartisme,n
bipède,adj n
bipédie,n
biper,v
bipeur,n
biphasé,adj
biphényle,
biplace,adj n
biplan,n
BIPM,init
bipolaire,adj
bipolarité,n
bique,n
biquet,n
biréacteur,n
biréfringent,adj
Birman,n
birman,adj
Birmane,
birmane,
Birmanie,proper
Birobidjan,
bis,adj adv
bisaïeul,
bisaïeule,
bisannuel,adj
bisbille,n
Biscaye,proper
biscornu,adj
biscotin,
biscotte,n
biscuit,n
biscuit chinois,n
biscuit sablé,n
biscuiterie,n
biscuitier,adj n
bise,n v
biseau,n
biseauter,v
biset,
bisette,n
bisexualité,n
bisexué,adj
bisexuel,adj n
bismuth,n
bison,n
bison d'amérique (page does not exist),
bison d'Amérique du Nord (page does not exist),
bison d'Europe (page does not exist),
bison d'europe (page does not exist),
bisou,n
Bisounours,proper
bisphénol A,n
bissau-guinéen (page does not exist),
Bissau-Guinéen (page does not exist),
bissecteur,adj
bissectrice,n
bisser,v
bissextil,adj
bistouri,n
bistro,n
bisulfure,
bit,
bit le moins significatif,n
bit le plus significatif,n
bite,n
biterrois,adj
Bithynie,proper
Bitola,
bitransitif,adj
bitte,n
bitume,n
bitumer,v
bitumier,n
biture,adj
bivalve,
bizarre,adj
bizarrement,adv
bizarrerie,
bizou,
bizut,
bizutage,n
bizuter,
bizuth,
-blaste (page does not exist),
bla-bla,n
blabla,
blablabla,
blablater,v
black,n
black-bottom,n
blackboulé,
blackbouler,v
blacklist,
blacklister,v
blackout,
blacksploitation,
blafard,adj
blafarde,
Blagovechtchensk (page does not exist),
blague,n
blague ou bonbec (page does not exist),
blaguer,v
blagueur,n
blair,n
blaireau,n
blairer,v
Blaise,proper
blâme,n
blâmé,
blamer,
blâmer,v
Blanc,n
blanc,adj n
blanc-bec,
blanc bonnet, bonnet blanc,phrase
blanc comme neige,adj
blanc comme un linge,adj
blanc de blancs,n
blanc dehors (page does not exist),
blanc de noirs,n
blanc-manger,
blanchaille,n
blanchâtre,adj
blanche,
Blanche,proper
Blanche-Neige,proper
blanchette,
blancheur,n
blanchi sous le harnois (page does not exist),
blanchiment,n
blanchiment d'argent,n
blanchir,v
blanchissage,n
blanchissement,n
blanchisserie,n
blanchisseur,n
blanchisseuse,
blanchon (page does not exist),
Blandine,proper
blasé,adj
blaser,v
blason,n
blasonné,
blasonnement,
blasonner,
blasphémateur,n
blasphématoire,adj
blasphématrice,
blasphème,n
blasphémer,v
blastogenèse,n
blatérer,v
blatte,n
blaxploitation,
blazer,
blé,n
blé noir,n
blé sarrasin (page does not exist),
bled,n
blème,n
blême,adj
blêmir,v
blennorragie,n
blennorragique,adj
blessé,adj n
blesser,v
blessure,n
blessures,
blet,adj
blette,n
blettir,
blettissure,
bleu,adj n
bleu, blanc et rouge,phrase
bleu de Chartres,
bleu de Prusse (page does not exist),
bleu horizon (page does not exist),
bleu lavande (page does not exist),
bleu marin (page does not exist),
bleu marine (page does not exist),
bleu pétrole (page does not exist),
bleu roi (page does not exist),
bleu sarcelle (page does not exist),
bleu vert (page does not exist),
bleu-vert (page does not exist),
bleuâtre,adj
bleue,
bleues,
bleuet,n
bleuetière,n
bleuir,v
bleuissement,n
bleus,adj n
bleuté,adj
bleuter,
blind,
blindé,adj n
blinder,v
Blissenbach,proper
Blitz à quatre (page does not exist),
blitzkrieg,
Bloc,proper
bloc,n
bloc béton (page does not exist),
bloc cardiaque (page does not exist),
bloc de béton,n
bloc de citation (page does not exist),
bloc de l'Est (page does not exist),
bloc-diagramme (page does not exist),
bloc moteur,n
bloc-note,
bloc-notes,n
Bloc Québécois,
Bloc québécois,proper
blocage,n
blockbuster,
blocus,n
blog,n
bloggeur,n
blogosphère,n
blogue,n
bloguer,v
blogueur,n
blogueuse,
blond,
blond platine (page does not exist),
blond vénitien,adj
blondasse,n
blonde,adj n
blonde platine (page does not exist),
blondeur,n
blondine,n
Blondine au pays de l'arc-en-ciel (page does not exist),
blondinet,n
blondir,v
bloody mary,n
bloque,
bloqué,adj
bloquer,v
bloqueur,n
bloquiste,n adj
blottir,v
blousant,adj
blouse,n
blouser,v
blouson,n
blouson noir (page does not exist),
bluejean,n
blues,
Bluetooth,
bluffer,v
bluffeur,n
blush,
bluter,v
Les Bleus,proper
BM,
BMW,
BNP,abbr
BO,n
bō,n
boa,
boa constricteur (page does not exist),
bob,n
bobard,n
bobby,
bobèche,n
bobettes,n
bobeur,n
bobine,n
bobine d'allumage,n
bobine de Ruhmkorff,n
bobine Tesla (page does not exist),
bobiner,v
bobinoir,n
bobo,n
bobolais,adj
bobologie,n
bobonne,n
boc,n
bocagère,adj
bocal,n
Boche,n
Boer,
boeuf,
bœuf,n
bœuf bourguignon,
bœuf musqué (page does not exist),
bœuf Stroganov (page does not exist),
bof,int
bog,n
bogatyr,
bogey,
boggie (page does not exist),
Bogota,
bogue,n
boguey,n
bohème,adj n
Bohême,proper
bohémien,n adj
bohémienne,n
bohémium,n
bohrium,n
boïdé (page does not exist),
boira,v
boire,v
boire à la russe (page does not exist),
boire à la santé de ... (page does not exist),
boire comme un Polonais (page does not exist),
boire comme un polonais (page does not exist),
boire comme un trou,v
boire la tasse (page does not exist),
boire un coup (page does not exist),
bois,n
bois de charpente (page does not exist),
bois de chauffage (page does not exist),
bois de feuillu (page does not exist),
bois flotté (page does not exist),
bois musique (page does not exist),
bois-pourri (page does not exist),
bois-puant (page does not exist),
boisé,adj
boiser,v
boiserie,n
boisseau,n
boisson,n
boisson énergisante (page does not exist),
boisson gazeuse (page does not exist),
boité,
boîte,n
boite à cigare,
boîte à cigare,n
boîte à gants,n
boîte à lettres (page does not exist),
boîte à moustaches (page does not exist),
boîte à musique,n
boîte-à-musique,n
boite à outils,n
boîte à outils,
boîte à ouvrage (page does not exist),
boîte à suggestions,n
boîte automatique,n
boîte aux lettres,n
boîte combinée (page does not exist),
boite crânienne (page does not exist),
boîte CVT,n
boite de conserve (page does not exist),
boîte de conserve,n
boîte de conserves,
boîte de nuit,n
boîte de réception,n
boite de vitesse,
boîte de vitesse,n
boite de vitesses (page does not exist),
boite de vitesses automatique,
boîte de vitesses automatique,n
boite de vitesses à variation continue,
boîte de vitesses à variation continue,n
boite de vitesses manuelle,
boîte de vitesses manuelle,n
boîte manuelle,n
boîte noire (page does not exist),
boîte postale (page does not exist),
boîte vocale (page does not exist),
boitement,n
boiter,v
boiterie,
boiteuse,
boiteusement (page does not exist),
boiteux,adj
boîteux (page does not exist),
boitier,n
boitiller,v
boive,v
bokmål,
bol,n
bolchevik,
bolchevique,adj n
bolchévique,
bolchevisme,n
bolée,n
bolet,n
bolet jaune (page does not exist),
bolide,n
Bolivie,proper
Bolivien,n
bolivien,adj
Bolivienne,n
bollard,
Bollywood,
bollywoodien,adj
bolognais,adj
Bologne,proper
Bolonais,n
bolonais,adj
Bolzano,
bombance,n
bombarde,
bombardement,n
bombarder,v
bombardier,n
bombardier-torpilleur,n
bombardon,n
Bombay,proper
bombe,n
bombé,adj
bombe A (page does not exist),
bombe à hydrogène (page does not exist),
bombe à neutrons (page does not exist),
bombe antibuée (page does not exist),
bombe à retardement,n
bombe atomique,n
bombe lacrymogène (page does not exist),
bombement (page does not exist),
bomber,v
bombyx moine (page does not exist),
bôme,n
bon,adj
bon anniversaire,phrase
bon appetit,
bon appétit,int
bon après-midi,
bon à rien,n
bon bout (page does not exist),
bon chance (page does not exist),
bon chic bon genre,adj n
bon comme du bon pain (page does not exist),
bon compte (page does not exist),
bon courage,int
bon débarras,phrase
bon de livraison (page does not exist),
bon Dieu de merde (page does not exist),
bon enfant,adj
bon gré mal gré,
bon gros (page does not exist),
bon marché,adj
bon mot,n
bon office (page does not exist),
Bon-Papa (page does not exist),
bon pour le service (page does not exist),
bon rétablissement,phrase
bon samaritain (page does not exist),
Bon Samaritain (page does not exist),
bon sang,int
bon sens,n
bon vent (page does not exist),
bon vivant,
bon voyage,int
bonace,
Bonaparte,proper
bonapartiste,adj
bonasse,adj
bonbec,n
bonbon,n adv
bonbonne,n
bonbonne de gaz (page does not exist),
bonbonnière,n
bonbons,n
bond,n
bondage,
bonde,n
bondé,adj
bondir,v
bongare,n
bongare fascié,n
bongare indien,n
bongo,
bonheur,n
bonheur-du-jour,n
bonhomie,
bonhomme,n
bonhomme bâton (page does not exist),
bonhomme de neige,n
bonhomme sept-heures (page does not exist),
Bonhomme sept-heures (page does not exist),
boni,
Boniface,proper
bonification,
bonifier,v
boniment,n
bonite à ventre rayé (page does not exist),
bonjour,n int
Bonjour Jacquot (page does not exist),
bonjour les dégâts (page does not exist),
bonjourer (page does not exist),
Bonn,
bonne,adj n
bonne affaire (page does not exist),
bonne année,phrase
bonne à tout faire (page does not exist),
bonne aventure (page does not exist),
bonne chance,int
bonne continuation,int
bonne d’enfant (page does not exist),
bonne d'enfants (page does not exist),
bonne femme,n
bonne foi (page does not exist),
bonne fortune (page does not exist),
bonne journée,phrase
bonne-maman,n
Bonne-Maman (page does not exist),
bonne nouvelle,
bonne nuit,phrase
bonne santé (page does not exist),
bonne sœur,n
bonne soirée,phrase
bonne volonté,n
bonnement,adv
bonnes,n
bonnes manières (page does not exist),
bonnes nouvelles (page does not exist),
bonnet,n
bonnet blanc, blanc bonnet (page does not exist),
bonnet d'âne,n
bonnet d’âne (page does not exist),
bonnet de nuit,n
bonnet phrygien (page does not exist),
bonneteau,n
bonneterie,n
bonneteur,n
bonnetier,n
bonnette,
bonobo,
bons,
bonsaï,n
bonsoir,int
bonté,n
bonus,
bonze,n
bonzerie (page does not exist),
booker,v
booléen,adj
boolien (page does not exist),
boom,
boomerang,n
boomslang,
boostage,n
bootloader,
bopomofo,
boqueteau,
boracique,
borate,n
borax,
borborygme,n
bord,n
bordé,
Bordeaux,proper
bordeaux,
bordel,n int
Bordelais,n
bordelais,adj
bordélique,adj
border,v
bordereau,
bordure,n
bordure du trottoir (page does not exist),
Bordurie (page does not exist),
bore,n
boréal,adj
borgésien,adj
borgien (page does not exist),
borgne,adj
borico- (page does not exist),
borique,
Boris,
bornage,n
borne,n
borné,adj
bornée,
Bornéen (page does not exist),
bornéen (page does not exist),
Bornéo,proper
borner,v
bornier,n
bornoyer (page does not exist),
borréliose (page does not exist),
borsalino (page does not exist),
borsch,
bortsch,n
borure,
bosniaque,adj n
Bosniaque,n
Bosnie,proper
Bosnie-Herzégovine,proper
bosnien,adj n
Bosnien,n
boson,
boson de Higgs,
Bosphore,proper
bosquet,n
boss,
bosse,n
bosseler,v
bosselure (page does not exist),
bosser,v
bosseur,adj n
bossoir,n
bossu,adj n
bossue,
bossué,adj
Boston,
bostonien,adj
Bostonien,n
botanique,adj n
botaniquement,adv
botaniste,n
Botswana,proper
botswanais,adj
Botswanais,n
botte,n
botté,adj
botter,
botterie,n
bottes en caoutchouc (page does not exist),
bottier,n
bottillon,n
bottin,n
bottine,n
botulisme,n
bou,n
Bouaké,
Boubou Macoutes,proper
bouc,n
bouc émissaire,n
boucan,n
boucane,n
boucaner,v
boucanier,n
boucharde,n
bouche,n
bouche-à-bouche (page does not exist),
bouché à l’émeri (page does not exist),
bouche à oreille,n
bouche d'aération (page does not exist),
bouche d'incendie (page does not exist),
bouchée,n
bouchée de pain (page does not exist),
boucher,n v
bouchère,n
boucherie,n
Bouches-du-Rhône,proper
bouchon,n
bouchon de radiateur (page does not exist),
bouchon d’oreille (page does not exist),
bouchonner,v
bouchot,n
bouchure (page does not exist),
bouclage,n
boucle,n
bouclé,adj
boucle d'oreille,n
boucle for (page does not exist),
boucle-la (page does not exist),
boucle while (page does not exist),
boucler,v
boucler la boucle (page does not exist),
Boucles d'or (page does not exist),
bouclette,n
bouclier,n
bouctein,n
bouddha,n
Bouddha,proper
bouddhique,
bouddhisme,n
bouddhiste,adj n
boude,
bouder,v
bouderie,n
boudeur,adj
boudeuse,
boudin,n
boudin noir,n
boudiné,adj
boudoir,n
boue,n
boue rouge,n
bouée,n
bouée de sauvetage (page does not exist),
bouette,n
boueux,adj
bouffable,adj
bouffe,
bouffée,n
bouffer,v
bouffer la chatte (page does not exist),
bouffeur,
bouffi,adj n
bouffir,
bouffissure,n
bouffon,n adj
bouffonnement,adv
bouffonnerie,
bougainvillier (page does not exist),
bouge,n
bougeoir,n
bougeotte,n
bouger,v
bougez,v
bougie,n
bougie à boule,n
bougie d'allumage (page does not exist),
bougie de préchauffage (page does not exist),
bougnoule,n
bougon,adj n
bougonner,v
bougre,n
bougrement,adv
bougrerie (page does not exist),
bougresse,
bouh,int
boui-boui,n
bouillabaisse,n
bouillant,adj
bouillaver,v
bouille,
bouilleur,n
bouillie,n
bouillir,v
bouilloire,n
bouilloire à thé (page does not exist),
bouillon,n
bouillonnement,n
bouillonner,v
bouillotte,n
boujadi,n
Boukhara (page does not exist),
boul,
boul.,abbr
boulaie,n
boulanger,n v
boulangère,
boulangerie,n
bouldozeur,n
bouldure (page does not exist),
boule,n
boule de cristal,n
boule de démolition,
boule de feu (page does not exist),
boule de neige,n
boule de Noël (page does not exist),
boule disco (page does not exist),
bouleau,n
bouledogue,n
bouledogue américain (page does not exist),
bouledogue français (page does not exist),
bouler,v
boulet,n
boulet de canon (page does not exist),
boulette,n
bouleture (page does not exist),
boulevard,n
bouleversant,adj
bouleversement,
bouleverser,v
boulier,n
boulier compteur,n
boulimie,n
boulimique,adj
bouline,n
boulingrin,n
bouliste,n
bouloche,n
boulocher,v
bouloches,n
boulodrome,n
boulon,n
boulonnais,n
Boulonnais,n
boulonner,v
boulot,n
boulotter,v
boulotteur,n
boulure (page does not exist),
boum,int n
bouquet,n
bouquetin,n
bouquin,n
bouquin de cul (page does not exist),
bouquiner,v
bouquineur (page does not exist),
bouquiniste,n
bourbeux,adj
bourbier,n
bourbon,
bourde,n
bourdon,n
bourdonnement,n
bourdonner,v
bourg,n
bourgade,n
bourge (page does not exist),
bourgeois,adj n
Bourgeoise (page does not exist),
bourgeoisement,adv
bourgeoisie,n
bourgeon,n
bourgeonner,v
bourgmestre,n
Bourgogne,proper
bourgogne,n
bourguignon,adj
Bourguignon,n
Bourguignonne,n
bourguignonne,n
Bouriate (page does not exist),
bouriate (page does not exist),
Bouriatie,proper
bourlinguer,v
Bouroundi,proper
bourrade,n
bourrage,n
bourrage de crâne,n
bourrasque,n
bourratif,adj
bourre,n
bourré,adj
bourré à craquer,adj
bourré comme un coing,
bourreau,n
bourreau des cœurs (page does not exist),
bourreau de travail,n
bourrée,n
bourrelé,adj
bourrelet,n
bourrer,v
bourrer le crâne,v
bourriche,n
bourricot,n
bourride,n
bourrin (page does not exist),
bourrique,n
bourru,adj
bourse,n
bourse à pasteur (page does not exist),
bourse des valeurs (page does not exist),
Bourse électronique (page does not exist),
boursette,
boursicoter,v
boursier,adj n
boursière,adj
boursouflé,adj
boursoufler,v
boursouflure,n
bous,v
bousbir (page does not exist),
bousculade,n
bousculer,v
bouse,n
bousier,
bousiller,v
Boussole (page does not exist),
boussole,n
bout,n v
bout à bout (page does not exist),
bout de doigt (page does not exist),
bout de l'an (page does not exist),
bout des doigts (page does not exist),
bout de sein (page does not exist),
bout d'essai (page does not exist),
bout du monde (page does not exist),
bout filtre (page does not exist),
bouteille,n
bouteille à la mer (page does not exist),
bouteille à l’encre (page does not exist),
bouteille d'eau (page does not exist),
bouter,v
boutique,n
boutique porno (page does not exist),
boutiquier,n
boutisse (page does not exist),
boutoir,n
bouton,n
bouton de fièvre,
bouton de porte (page does not exist),
bouton-d'or,
